index,date,open,high,low,close,volume
0,"2022/05/22, 05:43:00",29410.0,29415.98,29401.3,29401.3,8.409389999999991
1,"2022/05/22, 05:44:00",29401.31,29405.41,29397.64,29405.4,12.413950000000009
2,"2022/05/22, 05:45:00",29405.4,29405.42,29396.2,29396.81,8.855019999999994
3,"2022/05/22, 05:46:00",29396.8,29410.92,29396.8,29409.62,6.098400000000001
4,"2022/05/22, 05:47:00",29409.62,29421.85,29409.61,29421.84,9.602190000000002
5,"2022/05/22, 05:48:00",29421.85,29448.11,29419.39,29441.65,18.008479999999995
6,"2022/05/22, 05:49:00",29441.65,29450.0,29441.65,29446.62,9.520629999999992
7,"2022/05/22, 05:50:00",29446.63,29471.1,29446.62,29465.94,14.062229999999992
8,"2022/05/22, 05:51:00",29465.94,29465.94,29461.08,29461.09,3.416969999999999
9,"2022/05/22, 05:52:00",29461.1,29461.1,29461.09,29461.1,3.678960000000001
10,"2022/05/22, 05:53:00",29461.09,29461.11,29455.21,29455.21,4.708639999999997
11,"2022/05/22, 05:54:00",29455.22,29469.67,29455.21,29469.66,11.359869999999997
12,"2022/05/22, 05:55:00",29469.66,29479.0,29467.53,29479.0,19.665459999999992
13,"2022/05/22, 05:56:00",29479.0,29488.86,29478.99,29488.86,9.638979999999997
14,"2022/05/22, 05:57:00",29488.85,29488.86,29473.6,29473.9,24.164700000000003
15,"2022/05/22, 05:58:00",29473.89,29475.7,29467.33,29467.33,3.6811800000000026
16,"2022/05/22, 05:59:00",29467.34,29469.13,29467.33,29469.12,1.57611
17,"2022/05/22, 06:00:00",29469.12,29472.93,29469.12,29472.92,5.3227199999999995
18,"2022/05/22, 06:01:00",29472.92,29488.5,29472.92,29488.49,5.091420000000002
19,"2022/05/22, 06:02:00",29488.5,29492.22,29488.49,29492.21,13.659619999999997
20,"2022/05/22, 06:03:00",29492.22,29505.0,29490.0,29490.0,20.83117000000001
21,"2022/05/22, 06:04:00",29490.01,29494.61,29488.3,29494.12,2.068499999999997
22,"2022/05/22, 06:05:00",29494.11,29496.27,29482.56,29482.65,13.304969999999997
23,"2022/05/22, 06:06:00",29482.65,29486.41,29482.65,29486.4,7.161640000000002
24,"2022/05/22, 06:07:00",29486.41,29486.41,29486.39,29486.39,4.688039999999997
25,"2022/05/22, 06:08:00",29486.4,29486.4,29482.65,29482.66,2.6159600000000003
26,"2022/05/22, 06:09:00",29482.66,29486.0,29481.95,29484.17,6.482709999999998
27,"2022/05/22, 06:10:00",29484.17,29486.0,29481.95,29481.96,3.9173899999999997
28,"2022/05/22, 06:11:00",29481.95,29481.96,29445.09,29445.09,10.510499999999995
29,"2022/05/22, 06:12:00",29445.09,29469.99,29445.09,29469.98,14.065020000000002
30,"2022/05/22, 06:13:00",29469.99,29469.99,29469.98,29469.99,1.4138199999999992
31,"2022/05/22, 06:14:00",29469.98,29469.99,29453.89,29453.9,10.39939999999999
32,"2022/05/22, 06:15:00",29453.9,29459.07,29450.0,29455.11,17.480109999999993
33,"2022/05/22, 06:16:00",29455.11,29472.02,29455.11,29466.05,7.588170000000002
34,"2022/05/22, 06:17:00",29466.05,29475.87,29466.04,29475.87,3.92356
35,"2022/05/22, 06:18:00",29475.87,29475.87,29468.08,29475.85,3.5602899999999997
36,"2022/05/22, 06:19:00",29475.86,29477.31,29472.21,29472.22,3.5233599999999985
37,"2022/05/22, 06:20:00",29472.21,29480.0,29472.21,29474.1,3.948209999999996
38,"2022/05/22, 06:21:00",29474.1,29474.1,29472.22,29472.44,3.150269999999999
39,"2022/05/22, 06:22:00",29472.45,29480.0,29472.44,29480.0,2.4485699999999984
40,"2022/05/22, 06:23:00",29480.0,29490.87,29479.99,29490.86,3.083209999999998
41,"2022/05/22, 06:24:00",29490.87,29490.87,29485.84,29489.53,1.2689000000000004
42,"2022/05/22, 06:25:00",29489.8,29492.35,29486.81,29486.82,9.752819999999991
43,"2022/05/22, 06:26:00",29486.81,29486.82,29481.05,29481.06,2.5368899999999983
44,"2022/05/22, 06:27:00",29481.06,29481.95,29480.01,29480.02,5.3437399999999995
45,"2022/05/22, 06:28:00",29480.01,29480.02,29474.63,29474.63,2.3026599999999986
46,"2022/05/22, 06:29:00",29474.63,29480.0,29474.63,29474.8,10.386560000000001
47,"2022/05/22, 06:30:00",29474.81,29511.22,29474.8,29496.61,17.15054999999999
48,"2022/05/22, 06:31:00",29496.6,29513.21,29494.31,29513.21,13.502119999999993
49,"2022/05/22, 06:32:00",29513.2,29513.55,29497.51,29498.54,19.448439999999987
50,"2022/05/22, 06:33:00",29498.55,29510.0,29490.0,29490.0,12.665369999999958
51,"2022/05/22, 06:34:00",29490.01,29494.34,29490.0,29491.53,3.5238700000000014
52,"2022/05/22, 06:35:00",29491.53,29493.77,29491.53,29493.77,2.65055
53,"2022/05/22, 06:36:00",29493.76,29496.57,29493.76,29496.56,1.5947299999999993
54,"2022/05/22, 06:37:00",29496.57,29501.08,29496.56,29498.0,8.471129999999986
55,"2022/05/22, 06:38:00",29498.01,29506.96,29498.0,29505.5,8.561150000000003
56,"2022/05/22, 06:39:00",29505.5,29505.51,29503.48,29503.48,2.6962299999999986
57,"2022/05/22, 06:40:00",29503.49,29504.87,29501.4,29501.41,4.469209999999993
58,"2022/05/22, 06:41:00",29501.4,29504.05,29501.4,29501.43,2.958950000000002
59,"2022/05/22, 06:42:00",29501.43,29501.43,29500.33,29500.34,17.41367999999988
60,"2022/05/22, 06:43:00",29500.34,29500.34,29500.32,29500.33,4.3601500000000035
61,"2022/05/22, 06:44:00",29500.33,29500.33,29500.32,29500.32,1.1487899999999998
62,"2022/05/22, 06:45:00",29500.33,29516.28,29500.32,29514.71,13.65964999999999
63,"2022/05/22, 06:46:00",29514.7,29514.71,29495.42,29500.74,35.89365999999986
64,"2022/05/22, 06:47:00",29500.74,29501.43,29500.74,29501.25,9.868969999999935
65,"2022/05/22, 06:48:00",29501.24,29545.75,29501.24,29535.5,41.15428999999992
66,"2022/05/22, 06:49:00",29535.51,29535.51,29520.0,29520.0,16.36992999999995
67,"2022/05/22, 06:50:00",29520.01,29520.01,29515.8,29517.3,11.284739999999958
68,"2022/05/22, 06:51:00",29517.31,29521.93,29510.0,29521.92,17.419589999999946
69,"2022/05/22, 06:52:00",29521.93,29522.94,29517.02,29520.03,7.077169999999992
70,"2022/05/22, 06:53:00",29520.02,29520.03,29486.78,29493.41,27.434169999999895
71,"2022/05/22, 06:54:00",29493.4,29499.99,29484.68,29497.98,25.046190000000006
72,"2022/05/22, 06:55:00",29497.98,29497.99,29488.85,29494.63,13.723219999999998
73,"2022/05/22, 06:56:00",29494.64,29498.24,29484.99,29485.0,6.307259999999997
74,"2022/05/22, 06:57:00",29485.0,29489.42,29484.99,29485.04,8.07128
75,"2022/05/22, 06:58:00",29485.03,29492.73,29485.03,29492.72,3.880169999999999
76,"2022/05/22, 06:59:00",29492.72,29495.14,29490.33,29490.34,10.870779999999998
77,"2022/05/22, 07:00:00",29490.33,29491.09,29490.31,29491.09,3.310210000000004
78,"2022/05/22, 07:01:00",29491.09,29502.43,29491.08,29502.43,3.4707400000000024
79,"2022/05/22, 07:02:00",29502.43,29519.83,29498.08,29519.83,10.022519999999993
80,"2022/05/22, 07:03:00",29519.82,29524.16,29516.7,29520.09,9.341069999999991
81,"2022/05/22, 07:04:00",29520.09,29520.09,29518.3,29520.09,3.973380000000003
82,"2022/05/22, 07:05:00",29520.08,29530.34,29520.08,29530.34,9.832559999999996
83,"2022/05/22, 07:06:00",29530.33,29532.94,29530.33,29531.13,10.354749999999997
84,"2022/05/22, 07:07:00",29531.13,29533.94,29531.13,29533.94,5.4588399999999995
85,"2022/05/22, 07:08:00",29533.94,29533.94,29530.6,29530.6,5.435829999999994
86,"2022/05/22, 07:09:00",29530.6,29530.61,29510.34,29510.34,10.13691
87,"2022/05/22, 07:10:00",29510.34,29510.35,29510.34,29510.34,1.5734999999999995
88,"2022/05/22, 07:11:00",29510.34,29510.35,29491.75,29496.59,6.226729999999989
89,"2022/05/22, 07:12:00",29496.59,29496.6,29493.02,29494.5,4.041269999999997
90,"2022/05/22, 07:13:00",29494.5,29514.02,29494.49,29510.84,5.3409100000000045
91,"2022/05/22, 07:14:00",29510.85,29514.41,29510.01,29514.38,4.260160000000004
92,"2022/05/22, 07:15:00",29514.37,29514.38,29507.6,29507.61,6.321419999999996
93,"2022/05/22, 07:16:00",29507.61,29507.61,29499.4,29499.4,3.8273699999999997
94,"2022/05/22, 07:17:00",29499.41,29499.41,29489.94,29494.19,5.351889999999999
95,"2022/05/22, 07:18:00",29494.19,29499.99,29494.19,29496.78,6.338979999999995
96,"2022/05/22, 07:19:00",29496.79,29496.79,29488.59,29488.59,4.501690000000001
97,"2022/05/22, 07:20:00",29488.59,29507.18,29488.59,29504.96,12.673620000000001
98,"2022/05/22, 07:21:00",29504.96,29504.96,29501.26,29501.93,2.5194999999999994
99,"2022/05/22, 07:22:00",29501.93,29504.96,29491.94,29491.94,3.800619999999999
100,"2022/05/22, 07:23:00",29491.95,29495.77,29490.79,29495.77,4.568049999999998
101,"2022/05/22, 07:24:00",29495.76,29499.09,29495.76,29498.66,1.1239200000000005
102,"2022/05/22, 07:25:00",29498.67,29498.67,29496.18,29496.18,6.143439999999997
103,"2022/05/22, 07:26:00",29496.18,29496.19,29496.18,29496.18,6.147039999999996
104,"2022/05/22, 07:27:00",29496.19,29507.63,29496.18,29507.62,4.874969999999999
105,"2022/05/22, 07:28:00",29507.63,29516.17,29507.62,29515.11,5.025540000000002
106,"2022/05/22, 07:29:00",29515.11,29515.11,29505.7,29505.7,8.459730000000002
107,"2022/05/22, 07:30:00",29505.7,29508.76,29495.74,29495.75,5.47809
108,"2022/05/22, 07:31:00",29495.75,29498.55,29495.74,29498.54,1.6620700000000004
109,"2022/05/22, 07:32:00",29498.54,29498.55,29495.21,29495.21,5.090639999999989
110,"2022/05/22, 07:33:00",29495.21,29495.22,29489.81,29491.06,5.067219999999994
111,"2022/05/22, 07:34:00",29491.06,29491.07,29480.54,29487.52,14.824859999999992
112,"2022/05/22, 07:35:00",29487.51,29487.52,29484.92,29484.92,4.50139
113,"2022/05/22, 07:36:00",29484.93,29496.95,29484.92,29496.95,10.987710000000005
114,"2022/05/22, 07:37:00",29496.94,29496.96,29492.72,29493.29,9.585560000000003
115,"2022/05/22, 07:38:00",29493.3,29497.94,29493.29,29497.72,7.334699999999998
116,"2022/05/22, 07:39:00",29497.73,29497.82,29495.96,29497.82,6.049819999999997
117,"2022/05/22, 07:40:00",29497.82,29497.83,29489.99,29496.91,35.57316
118,"2022/05/22, 07:41:00",29496.92,29500.01,29493.97,29500.01,12.242820000000005
119,"2022/05/22, 07:42:00",29500.0,29500.54,29500.0,29500.54,4.2194899999999995
120,"2022/05/22, 07:43:00",29500.53,29510.52,29500.53,29510.51,8.774510000000003
121,"2022/05/22, 07:44:00",29510.51,29516.23,29510.51,29511.46,11.84195
122,"2022/05/22, 07:45:00",29511.45,29511.47,29455.2,29461.75,99.46269000000012
123,"2022/05/22, 07:46:00",29461.75,29461.76,29460.45,29460.46,7.1357599999999985
124,"2022/05/22, 07:47:00",29460.47,29464.56,29446.87,29446.87,42.78198999999992
125,"2022/05/22, 07:48:00",29446.87,29446.88,29441.19,29445.88,8.304339999999987
126,"2022/05/22, 07:49:00",29445.88,29445.88,29398.0,29418.13,122.22044999999996
127,"2022/05/22, 07:50:00",29418.13,29450.93,29418.13,29446.97,17.857049999999994
128,"2022/05/22, 07:51:00",29446.97,29450.0,29438.38,29448.2,14.472859999999997
129,"2022/05/22, 07:52:00",29446.18,29451.83,29446.18,29451.83,7.419819999999998
130,"2022/05/22, 07:53:00",29451.82,29451.83,29451.82,29451.82,1.2737999999999994
131,"2022/05/22, 07:54:00",29451.83,29452.65,29451.82,29452.65,2.47919
132,"2022/05/22, 07:55:00",29452.64,29467.31,29452.64,29458.92,16.524850000000004
133,"2022/05/22, 07:56:00",29458.92,29458.93,29458.92,29458.92,0.8956900000000005
134,"2022/05/22, 07:57:00",29458.93,29462.78,29458.92,29462.77,2.5262099999999994
135,"2022/05/22, 07:58:00",29462.77,29462.78,29462.77,29462.78,2.6448199999999984
136,"2022/05/22, 07:59:00",29462.77,29462.78,29442.89,29442.9,7.754639999999993
137,"2022/05/22, 08:00:00",29442.9,29453.06,29440.0,29453.05,8.406980000000006
138,"2022/05/22, 08:01:00",29453.05,29453.06,29448.13,29448.14,7.442579999999996
139,"2022/05/22, 08:02:00",29448.13,29448.14,29401.12,29410.02,43.146729999999934
140,"2022/05/22, 08:03:00",29410.02,29410.02,29390.0,29408.43,26.443930000000034
141,"2022/05/22, 08:04:00",29408.43,29418.94,29401.64,29403.84,12.562299999999999
142,"2022/05/22, 08:05:00",29403.84,29403.84,29396.55,29396.55,7.476269999999995
143,"2022/05/22, 08:06:00",29396.56,29396.56,29378.23,29378.24,25.29293999999996
144,"2022/05/22, 08:07:00",29378.24,29389.89,29365.88,29380.44,32.8138699999999
145,"2022/05/22, 08:08:00",29380.44,29383.1,29380.44,29381.04,3.90321
146,"2022/05/22, 08:09:00",29381.04,29390.96,29380.01,29380.02,19.15037
147,"2022/05/22, 08:10:00",29380.02,29382.81,29379.94,29379.96,15.511180000000005
148,"2022/05/22, 08:11:00",29379.95,29379.96,29375.46,29376.27,6.803050000000001
149,"2022/05/22, 08:12:00",29376.26,29376.35,29374.4,29374.4,5.1652200000000015
150,"2022/05/22, 08:13:00",29374.4,29376.23,29372.65,29372.65,7.14275
151,"2022/05/22, 08:14:00",29372.66,29374.35,29370.0,29374.34,8.039050000000001
152,"2022/05/22, 08:15:00",29374.35,29374.35,29370.01,29374.26,4.656809999999998
153,"2022/05/22, 08:16:00",29374.27,29374.35,29374.26,29374.35,15.27100999999999
154,"2022/05/22, 08:17:00",29374.34,29400.0,29374.34,29382.42,60.19900999999996
155,"2022/05/22, 08:18:00",29382.43,29395.43,29382.42,29392.73,14.074530000000014
156,"2022/05/22, 08:19:00",29392.73,29392.73,29386.05,29386.05,10.351530000000002
157,"2022/05/22, 08:20:00",29386.05,29390.22,29386.05,29390.21,3.9076999999999993
158,"2022/05/22, 08:21:00",29390.21,29390.22,29385.53,29385.53,2.9579699999999995
159,"2022/05/22, 08:22:00",29385.53,29385.54,29385.53,29385.53,1.5649800000000005
160,"2022/05/22, 08:23:00",29385.54,29392.27,29385.53,29392.27,13.428650000000001
161,"2022/05/22, 08:24:00",29392.26,29392.27,29392.26,29392.27,1.7921099999999992
162,"2022/05/22, 08:25:00",29392.27,29392.27,29392.26,29392.26,4.081699999999999
163,"2022/05/22, 08:26:00",29392.26,29408.39,29392.26,29404.74,9.948669999999991
164,"2022/05/22, 08:27:00",29404.73,29404.74,29400.04,29400.05,6.377209999999993
165,"2022/05/22, 08:28:00",29400.05,29400.05,29392.26,29392.27,10.1308
166,"2022/05/22, 08:29:00",29392.27,29400.18,29392.26,29400.17,16.09960999999999
167,"2022/05/22, 08:30:00",29400.18,29400.18,29379.06,29379.07,9.466789999999985
168,"2022/05/22, 08:31:00",29379.06,29403.72,29379.05,29401.32,10.629199999999994
169,"2022/05/22, 08:32:00",29401.31,29404.41,29399.61,29404.4,5.936879999999999
170,"2022/05/22, 08:33:00",29404.41,29404.41,29404.4,29404.4,7.089909999999999
171,"2022/05/22, 08:34:00",29404.41,29404.41,29399.46,29399.47,17.71754999999992
172,"2022/05/22, 08:35:00",29399.46,29399.47,29396.59,29396.61,6.523820000000004
173,"2022/05/22, 08:36:00",29396.6,29400.73,29396.6,29400.72,6.458629999999992
174,"2022/05/22, 08:37:00",29400.73,29438.0,29400.72,29437.99,16.735029999999984
175,"2022/05/22, 08:38:00",29437.99,29440.0,29433.21,29433.22,15.849560000000004
176,"2022/05/22, 08:39:00",29433.22,29472.8,29433.21,29472.8,21.25453000000002
177,"2022/05/22, 08:40:00",29472.79,29490.0,29472.79,29483.28,72.04654999999997
178,"2022/05/22, 08:41:00",29483.28,29483.28,29473.93,29475.27,47.51894000000004
179,"2022/05/22, 08:42:00",29475.28,29475.28,29460.04,29465.03,9.764039999999975
180,"2022/05/22, 08:43:00",29465.03,29466.41,29464.31,29464.32,3.9989799999999995
181,"2022/05/22, 08:44:00",29464.32,29471.99,29460.7,29471.98,7.57879
182,"2022/05/22, 08:45:00",29471.98,29473.34,29471.12,29473.33,7.54986
183,"2022/05/22, 08:46:00",29473.34,29484.95,29472.46,29484.95,6.028309999999995
184,"2022/05/22, 08:47:00",29484.94,29484.95,29464.56,29464.56,13.224470000000014
185,"2022/05/22, 08:48:00",29464.57,29464.57,29450.0,29450.0,7.268559999999998
186,"2022/05/22, 08:49:00",29450.01,29450.01,29434.47,29435.29,5.255560000000001
187,"2022/05/22, 08:50:00",29435.28,29437.5,29435.28,29437.49,4.77732
188,"2022/05/22, 08:51:00",29437.49,29437.5,29415.41,29419.88,15.498569999999994
189,"2022/05/22, 08:52:00",29419.88,29419.88,29412.99,29417.07,10.84813
190,"2022/05/22, 08:53:00",29417.06,29433.16,29416.76,29426.58,66.15742000000004
191,"2022/05/22, 08:54:00",29426.57,29426.58,29426.57,29426.57,4.98588
192,"2022/05/22, 08:55:00",29426.58,29426.58,29426.57,29426.58,1.717719999999999
193,"2022/05/22, 08:56:00",29426.58,29438.49,29426.57,29426.58,18.850530000000006
